row_id;physical_stack_height_m;stack_exit_velocity_m_s;stack_diameter_m;stack_effluent_temp_deg_c;air_temperature_deg_c;effective_release_height_m;wind_speed_h=10_m_m_s;wind_direction_degrees;wind_from_the;wind_speed_h=h-eff_m_s;stability_class;receptor_height_m;inversion_layer_height;sample_time_min;breathing_rate_m3_sec;distance_coordinates;maximum_dose_distance_km_;maximum_tede_sv;inner_contour_dose_sv;middle_contour_dose_sv;outer_contour_dose_sv;exceeds_inner_dose_out_to_km;exceeds_middle_dose_out_to_km;exceeds_outer_dose_out_to_km;distance_km;tede_sv;respirable_time-integrated_air_concentration_bq-sec_m3;ground_surface_deposition_kbq_m2;ground_shine_dose_rate_sv_hr;arrival_time_hour:min;skin;surface_bone;spleen;breast;uli_wall;thymus;kidneys;pancreas;lung;red_marrow;ovaries;stomach_wall;lli_wall;esophagus;testes;brain;thyroid;liver;adrenals;si_wall;bladder_wall;muscle;uterus;inhalation_plume_passage;submersion_plume_passage;ground_shine
89;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;8.00e-01;2.20e-02;6.20e+09;1.90e+04;3.70e-05;00:07;2.60e-02;2.20e-02;2.10e-02;2.00e-02;2.20e-02;2.00e-02;2.10e-02;2.10e-02;2.20e-02;2.10e-02;2.00e-02;2.10e-02;2.20e-02;1.90e-02;2.20e-02;3.40e-03;2.00e-02;2.10e-02;2.30e-02;2.20e-02;2.20e-02;2.00e-02;2.20e-02;;;
90;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;9.00e-01;1.70e-02;5.00e+09;1.50e+04;3.00e-05;00:08;2.10e-02;1.80e-02;1.70e-02;1.60e-02;1.80e-02;1.60e-02;1.70e-02;1.70e-02;1.80e-02;1.70e-02;1.60e-02;1.70e-02;1.80e-02;1.60e-02;1.80e-02;2.80e-03;1.60e-02;1.70e-02;1.80e-02;1.80e-02;1.80e-02;1.60e-02;1.80e-02;;;
91;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;1.00e+00;1.40e-02;4.20e+09;1.30e+04;2.50e-05;00:09;1.70e-02;1.50e-02;1.40e-02;1.30e-02;1.50e-02;1.30e-02;1.40e-02;1.40e-02;1.50e-02;1.40e-02;1.40e-02;1.40e-02;1.50e-02;1.30e-02;1.50e-02;2.30e-03;1.40e-02;1.40e-02;1.50e-02;1.50e-02;1.50e-02;1.30e-02;1.50e-02;;;
92;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;2.00e+00;4.40e-03;1.30e+09;3.80e+03;7.70e-06;00:19;5.30e-03;4.50e-03;4.40e-03;4.10e-03;4.50e-03;4.00e-03;4.40e-03;4.20e-03;4.50e-03;4.30e-03;4.20e-03;4.40e-03;4.60e-03;4.00e-03;4.50e-03;7.00e-04;4.10e-03;4.40e-03;4.70e-03;4.50e-03;4.50e-03;4.10e-03;4.50e-03;;;
93;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;4.00e+00;1.50e-03;4.50e+08;1.30e+03;2.70e-06;00:39;1.90e-03;1.60e-03;1.50e-03;1.40e-03;1.60e-03;1.40e-03;1.50e-03;1.50e-03;1.60e-03;1.50e-03;1.50e-03;1.50e-03;1.60e-03;1.40e-03;1.60e-03;2.40e-04;1.40e-03;1.50e-03;1.60e-03;1.60e-03;1.60e-03;1.40e-03;1.60e-03;;;
94;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;6.00e+00;8.90e-04;2.60e+08;7.70e+02;1.50e-06;00:58;1.10e-03;9.00e-04;8.80e-04;8.30e-04;9.00e-04;8.10e-04;8.80e-04;8.50e-04;9.00e-04;8.60e-04;8.40e-04;8.80e-04;9.20e-04;8.00e-04;9.10e-04;1.40e-04;8.30e-04;8.70e-04;9.40e-04;9.10e-04;9.00e-04;8.30e-04;9.10e-04;;;
95;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;8.00e+00;6.30e-04;1.80e+08;5.40e+02;1.10e-06;01:18;7.50e-04;6.30e-04;6.20e-04;5.80e-04;6.30e-04;5.70e-04;6.10e-04;6.00e-04;6.30e-04;6.00e-04;5.90e-04;6.10e-04;6.40e-04;5.60e-04;6.40e-04;9.80e-05;5.80e-04;6.10e-04;6.60e-04;6.40e-04;6.30e-04;5.80e-04;6.40e-04;;;
96;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;1.00e+01;4.80e-04;1.40e+08;4.20e+02;8.30e-07;01:37;5.80e-04;4.90e-04;4.80e-04;4.50e-04;4.90e-04;4.40e-04;4.80e-04;4.60e-04;4.90e-04;4.70e-04;4.50e-04;4.70e-04;5.00e-04;4.30e-04;4.90e-04;7.60e-05;4.50e-04;4.70e-04;5.10e-04;4.90e-04;4.90e-04;4.50e-04;4.90e-04;;;
97;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;2.00e+01;2.10e-04;6.00e+07;1.80e+02;3.60e-07;03:15;2.50e-04;2.10e-04;2.10e-04;1.90e-04;2.10e-04;1.90e-04;2.10e-04;2.00e-04;2.10e-04;2.00e-04;2.00e-04;2.10e-04;2.20e-04;1.90e-04;2.10e-04;3.30e-05;2.00e-04;2.10e-04;2.20e-04;2.10e-04;2.10e-04;2.00e-04;2.10e-04;;;
98;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;4.00e+01;8.80e-05;2.50e+07;7.60e+01;1.50e-07;06:30;1.10e-04;8.90e-05;8.70e-05;8.20e-05;8.90e-05;8.00e-05;8.70e-05;8.40e-05;8.90e-05;8.50e-05;8.30e-05;8.60e-05;9.10e-05;7.90e-05;9.00e-05;1.40e-05;8.20e-05;8.60e-05;9.30e-05;9.00e-05;8.90e-05;8.20e-05;9.00e-05;;;
99;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;6.00e+01;4.90e-05;1.40e+07;4.20e+01;8.40e-08;09:45;5.80e-05;4.90e-05;4.80e-05;4.50e-05;4.90e-05;4.40e-05;4.80e-05;4.60e-05;4.90e-05;4.70e-05;4.60e-05;4.80e-05;5.00e-05;4.40e-05;5.00e-05;7.70e-06;4.60e-05;4.80e-05;5.10e-05;5.00e-05;4.90e-05;4.50e-05;5.00e-05;;;
100;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;8.00e+01;3.20e-05;9.30e+06;2.80e+01;5.60e-08;13:00;3.90e-05;3.30e-05;3.20e-05;3.00e-05;3.30e-05;2.90e-05;3.20e-05;3.10e-05;3.30e-05;3.10e-05;3.00e-05;3.20e-05;3.30e-05;2.90e-05;3.30e-05;5.10e-06;3.00e-05;3.20e-05;3.40e-05;3.30e-05;3.30e-05;3.00e-05;3.30e-05;;;
101;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;3.00e-02;8.60e+00;1.00e+11;4.40e+07;8.70e-02;00:01;2.80e+01;1.20e+01;7.90e+00;8.70e+00;7.80e+00;7.80e+00;7.90e+00;7.20e+00;8.30e+00;8.40e+00;8.00e+00;7.80e+00;8.00e+00;7.10e+00;9.10e+00;7.50e+00;8.70e+00;7.90e+00;7.50e+00;7.70e+00;7.90e+00;8.90e+00;7.60e+00;;;
102;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;1.00e-01;2.80e+00;7.30e+11;3.50e+06;6.90e-03;00:01;3.80e+00;2.90e+00;2.70e+00;2.60e+00;2.80e+00;2.50e+00;2.70e+00;2.60e+00;2.80e+00;2.70e+00;2.60e+00;2.70e+00;2.80e+00;2.50e+00;2.80e+00;6.20e-01;2.60e+00;2.70e+00;2.90e+00;2.80e+00;2.80e+00;2.60e+00;2.80e+00;;;
103;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;2.00e-01;8.70e-01;2.40e+11;8.30e+05;1.70e-03;00:02;1.10e+00;8.80e-01;8.50e-01;8.00e-01;8.70e-01;7.80e-01;8.50e-01;8.20e-01;8.70e-01;8.30e-01;8.10e-01;8.50e-01;8.90e-01;7.70e-01;8.80e-01;1.50e-01;8.10e-01;8.50e-01;9.10e-01;8.80e-01;8.70e-01;8.10e-01;8.80e-01;;;
104;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;3.00e-01;4.00e-01;1.10e+11;3.60e+05;7.20e-04;00:04;4.90e-01;4.00e-01;3.90e-01;3.70e-01;4.00e-01;3.60e-01;3.90e-01;3.80e-01;4.00e-01;3.80e-01;3.70e-01;3.90e-01;4.10e-01;3.60e-01;4.10e-01;6.60e-02;3.70e-01;3.90e-01;4.20e-01;4.10e-01;4.00e-01;3.70e-01;4.10e-01;;;
105;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;4.00e-01;2.30e-01;6.50e+10;2.00e+05;4.00e-04;00:05;2.70e-01;2.30e-01;2.20e-01;2.10e-01;2.30e-01;2.10e-01;2.20e-01;2.20e-01;2.30e-01;2.20e-01;2.10e-01;2.20e-01;2.30e-01;2.00e-01;2.30e-01;3.70e-02;2.10e-01;2.20e-01;2.40e-01;2.30e-01;2.30e-01;2.10e-01;2.30e-01;;;
106;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;5.00e-01;1.50e-01;4.20e+10;1.30e+05;2.60e-04;00:06;1.80e-01;1.50e-01;1.40e-01;1.40e-01;1.50e-01;1.30e-01;1.40e-01;1.40e-01;1.50e-01;1.40e-01;1.40e-01;1.40e-01;1.50e-01;1.30e-01;1.50e-01;2.30e-02;1.40e-01;1.40e-01;1.50e-01;1.50e-01;1.50e-01;1.40e-01;1.50e-01;;;
107;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;6.00e-01;1.00e-01;3.00e+10;9.00e+04;1.80e-04;00:08;1.20e-01;1.00e-01;1.00e-01;9.50e-02;1.00e-01;9.30e-02;1.00e-01;9.80e-02;1.00e-01;9.90e-02;9.60e-02;1.00e-01;1.10e-01;9.20e-02;1.10e-01;1.60e-02;9.60e-02;1.00e-01;1.10e-01;1.00e-01;1.00e-01;9.60e-02;1.00e-01;;;
108;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;7.00e-01;7.60e-02;2.20e+10;6.70e+04;1.30e-04;00:09;9.20e-02;7.70e-02;7.50e-02;7.10e-02;7.70e-02;6.90e-02;7.50e-02;7.30e-02;7.70e-02;7.40e-02;7.20e-02;7.50e-02;7.90e-02;6.80e-02;7.80e-02;1.20e-02;7.10e-02;7.50e-02;8.10e-02;7.80e-02;7.70e-02;7.10e-02;7.80e-02;;;
109;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;8.00e-01;5.90e-02;1.70e+10;5.20e+04;1.00e-04;00:10;7.10e-02;6.00e-02;5.80e-02;5.50e-02;6.00e-02;5.40e-02;5.80e-02;5.60e-02;6.00e-02;5.70e-02;5.50e-02;5.80e-02;6.10e-02;5.30e-02;6.00e-02;9.40e-03;5.50e-02;5.80e-02;6.20e-02;6.00e-02;6.00e-02;5.50e-02;6.00e-02;;;
110;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;9.00e-01;4.70e-02;1.40e+10;4.10e+04;8.20e-05;00:12;5.70e-02;4.80e-02;4.70e-02;4.40e-02;4.80e-02;4.30e-02;4.70e-02;4.50e-02;4.80e-02;4.60e-02;4.40e-02;4.70e-02;4.90e-02;4.20e-02;4.80e-02;7.50e-03;4.40e-02;4.60e-02;5.00e-02;4.80e-02;4.80e-02;4.40e-02;4.80e-02;;;
111;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;1.00e+00;3.90e-02;1.10e+10;3.40e+04;6.80e-05;00:13;4.70e-02;3.90e-02;3.80e-02;3.60e-02;3.90e-02;3.50e-02;3.80e-02;3.70e-02;3.90e-02;3.80e-02;3.60e-02;3.80e-02;4.00e-02;3.50e-02;4.00e-02;6.20e-03;3.60e-02;3.80e-02;4.10e-02;4.00e-02;3.90e-02;3.60e-02;4.00e-02;;;
112;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;2.00e+00;1.10e-02;3.20e+09;9.50e+03;1.90e-05;00:26;1.30e-02;1.10e-02;1.10e-02;1.00e-02;1.10e-02;1.00e-02;1.10e-02;1.10e-02;1.10e-02;1.10e-02;1.00e-02;1.10e-02;1.10e-02;9.80e-03;1.10e-02;1.70e-03;1.00e-02;1.10e-02;1.20e-02;1.10e-02;1.10e-02;1.00e-02;1.10e-02;;;
113;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;4.00e+00;3.50e-03;1.00e+09;3.00e+03;6.00e-06;00:53;4.20e-03;3.50e-03;3.40e-03;3.20e-03;3.50e-03;3.20e-03;3.40e-03;3.30e-03;3.50e-03;3.40e-03;3.30e-03;3.40e-03;3.60e-03;3.10e-03;3.60e-03;5.50e-04;3.30e-03;3.40e-03;3.70e-03;3.60e-03;3.50e-03;3.20e-03;3.60e-03;;;
114;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;6.00e+00;1.90e-03;5.40e+08;1.60e+03;3.20e-06;01:20;2.20e-03;1.90e-03;1.80e-03;1.70e-03;1.90e-03;1.70e-03;1.80e-03;1.80e-03;1.90e-03;1.80e-03;1.80e-03;1.80e-03;1.90e-03;1.70e-03;1.90e-03;3.00e-04;1.80e-03;1.80e-03;2.00e-03;1.90e-03;1.90e-03;1.70e-03;1.90e-03;;;
115;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;8.00e+00;1.20e-03;3.60e+08;1.10e+03;2.20e-06;01:47;1.50e-03;1.30e-03;1.20e-03;1.20e-03;1.30e-03;1.10e-03;1.20e-03;1.20e-03;1.30e-03;1.20e-03;1.20e-03;1.20e-03;1.30e-03;1.10e-03;1.30e-03;2.00e-04;1.20e-03;1.20e-03;1.30e-03;1.30e-03;1.30e-03;1.20e-03;1.30e-03;;;
116;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;1.00e+01;9.30e-04;2.70e+08;8.00e+02;1.60e-06;02:14;1.10e-03;9.30e-04;9.10e-04;8.60e-04;9.40e-04;8.40e-04;9.10e-04;8.80e-04;9.40e-04;8.90e-04;8.70e-04;9.10e-04;9.50e-04;8.30e-04;9.50e-04;1.50e-04;8.70e-04;9.10e-04;9.80e-04;9.50e-04;9.40e-04;8.60e-04;9.40e-04;;;
117;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;2.00e+01;2.90e-04;8.40e+07;2.50e+02;5.00e-07;04:29;3.50e-04;2.90e-04;2.90e-04;2.70e-04;3.00e-04;2.60e-04;2.90e-04;2.80e-04;2.90e-04;2.80e-04;2.70e-04;2.90e-04;3.00e-04;2.60e-04;3.00e-04;4.60e-05;2.70e-04;2.90e-04;3.10e-04;3.00e-04;2.90e-04;2.70e-04;3.00e-04;;;
118;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;4.00e+01;7.00e-05;2.00e+07;6.00e+01;1.20e-07;08:58;8.30e-05;7.00e-05;6.90e-05;6.50e-05;7.10e-05;6.30e-05;6.90e-05;6.70e-05;7.10e-05;6.70e-05;6.50e-05;6.90e-05;7.20e-05;6.20e-05;7.10e-05;1.10e-05;6.50e-05;6.80e-05;7.40e-05;7.10e-05;7.00e-05;6.50e-05;7.10e-05;;;
119;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;6.00e+01;2.30e-05;6.60e+06;2.00e+01;3.90e-08;13:27;2.70e-05;2.30e-05;2.20e-05;2.10e-05;2.30e-05;2.10e-05;2.20e-05;2.20e-05;2.30e-05;2.20e-05;2.10e-05;2.20e-05;2.30e-05;2.00e-05;2.30e-05;3.60e-06;2.10e-05;2.20e-05;2.40e-05;2.30e-05;2.30e-05;2.10e-05;2.30e-05;;;
120;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;8.50e+01;1.00e-03;8.00e-04;5.00e-04;9.40e+00;1.10e+01;;8.00e+01;1.00e-05;3.00e+06;9.00e+00;1.80e-08;17:57;1.20e-05;1.10e-05;1.00e-05;9.70e-06;1.10e-05;9.50e-06;1.00e-05;9.90e-06;1.10e-05;1.00e-05;9.80e-06;1.00e-05;1.10e-05;9.30e-06;1.10e-05;1.60e-06;9.70e-06;1.00e-05;1.10e-05;1.10e-05;1.10e-05;9.70e-06;1.10e-05;;;
